SITEYRID,SurveyVisitID,SurveyPeriod,SurveyDate,StartTime,StopTime,TotalHours,YBCUNum,TimeDetected,DetectionMethod,DetectionType,VocalType,NumCallsResponse,BehObs,Detection_X,Detection_Y,Detection_Lat,Detection_Long,Distance,Bearing,Corrected_X,Corrected_Y,Comments
144,941,3,7/19/2023,6:14,8:06,2,1,6:20 AM,P,A,ALA,4,NV,412643,3837555,,,120,2,412666,3837673,
144,942,3,7/19/2023,6:14,8:06,2,2,6:33 AM,P,A,ALA,2,NV,412517,3837970,,,150,311,412421,3838085,
144,943,3,7/19/2023,6:14,8:06,2,3,6:46 AM,I,A,OT (kowlp),0,NV,412181,3838261,,,60,272,412122,3838272,
144,944,3,7/19/2023,6:14,8:06,2,4,7:01 AM,P,A,OT (kowlp),4,NV,411843,3838380,,,20,200,411833,3838363,
144,945,3,7/19/2023,6:14,8:06,2,5,7:09 AM,I,A,ALA,0,NV,411631,3838560,,,50,170,411632,3838510,
144,946,3,7/19/2023,6:14,8:06,2,6,7:30 AM,P,V,-,2,SIT,411497,3838915,,,15,340,411494,3838930,
144,947,3,7/19/2023,6:14,8:06,2,7,8:00 AM,P,V,-,3,"FLY, SIT",411679,3839451,,,40,46,411712,3839474,
144,948,3,7/19/2023,6:14,8:06,2,8,8:01 AM,P,B,ALA,3,FLY,411679,3839451,,,5,82,411684,3839451,
144,949,4,8/1/2023,6:00,8:11,2.2,1,5:57 AM,I,A,CO,0,NV,412616,3837702,,,100,96,412713,3837676,
144,950,4,8/1/2023,6:00,8:11,2.2,2,6:24 AM,I,A,CO,0,NV,412364,3838100,,,40,258,412324,3838098,
144,951,4,8/1/2023,6:00,8:11,2.2,2,6:40 AM,P,A,CO,5,NV,412084,3838299,,,300,125,412300,3838091,
144,952,4,8/1/2023,6:00,8:11,2.2,3,7:06 AM,P,B,AL,5,FLY,411699,3838470,,,15,303,411688,3838480,
144,953,4,8/1/2023,6:00,8:11,2.2,4,7:15 AM,P,A,AL,1,NV,411532,3838742,,,40,71,411571,3838749,
144,954,4,8/1/2023,6:00,8:11,2.2,5,8:09 AM,P,A,AL,4,NV,411604,3839382,,,20,66,411623,3839387,
144,955,4,8/1/2023,6:00,8:11,2.2,6,8:09 AM,P,B,AL,4,FLY,411690,3839460,,,10,155,411693,3839450,
145,956,1,6/26/2023,6:45,7:32,0.75,1,7:31 AM,P,A,CO,3,NV,402269,3856836,,,70,13,402295,3856901,
145,957,1,6/26/2023,6:45,7:32,0.75,2,7:37 AM,I,A,CN,0,NV,402283,3856843,,,100,211,402219,3856766,
145,958,2,7/12/2023,7:25,8:06,0.75,1,7:26 AM,P,A,AL,1,NV,402677,3856930,,,50,95,402726,3856918,
145,959,3,7/26/2023,6:46,7:37,0.8,1,7:20 AM,P,A,CO,3,NV,402379,3856968,,,50,245,402331,3856954,
145,960,4,8/9/2023,6:36,7:35,1,0,,,,,,,,,,,,,,,
146,961,1,6/30/2023,6:15,8:30,2.25,0,,,,,,,,,,,,,,,
146,962,2,7/12/2023,6:15,9:10,3,1,6:10 AM,I,A,"CO,CN",0,NV,376855,3862166,,,80,250,376780,3862139,
146,963,3,7/25/2023,6:15,9:15,3,0,,,,,,,,,,,,,,,
146,964,4,8/9/2023,6:15,9:05,2.9,0,,,,,,,,,,,,,,,
148,965,1,7/2/2023,7:10,7:10,NR,1,7:10 AM,I,A,CN,NA,NA,555576,3488104,,,50,294,555535,3488132,
148,966,2,7/24/2023,NR,NR,NR,1,NR,I,A,CO,NA,NA,556801,3488959,,,60,88,556860,3488951,
149,967,1,6/23/2023,7:10,10:33,6.5,0,,,,,,,,,,,,,,,
149,968,2,7/6/2023,5:31,9:19,7.5,0,,,,,,,,,,,,,,,
149,969,3,7/19/2023,6:45,10:45,7,0,,,,,,,,,,,,,,,
149,970,4,8/3/2023,5:27,9:09,7.25,0,,,,,,,,,,,,,,,
150,971,1,6/27/2023,6:13,8:55,5.5,1,6:17 AM,P,A,CN,4,NV,559453,3489857,,,50,8,559468,3489905,
150,972,1,6/27/2023,6:13,8:55,5.5,2,7:00 AM,P,A,CN,2,NV,559088,3489396,,,30,325,559075,3489423,
150,973,1,6/27/2023,6:13,8:55,5.5,3,7:19 AM,P,V,,2,"FLC, ST, FLY",558989,3489112,,,25,25,559003,3488725,
150,974,1,6/27/2023,6:13,8:55,5.5,4,7:53 AM,P,A,CN,4,NV,558850,3488731,,,20,243,558831,3488285,
150,975,1,6/27/2023,6:13,8:55,5.5,5,8:18 AM,P,A,CN,2,NV,558743,3488332,,,50,190,558726,3488285,
150,976,1,6/27/2023,6:13,8:55,5.5,6,8:43 AM,P,"A, V",CN,4,"FO, EF",558579,3488068,,,35,206,558558,3488040,
150,977,1,6/27/2023,6:13,8:55,5.5,7,8:44 AM,P,V,,4,"FLC, FO, EF",558579,3488068,,,35,206,558558,3488040,
150,978,1,6/27/2023,6:13,8:55,5.5,8,8:45 AM,P,"A, V",CN,4,"FLC, ST",558579,3488068,,,40,140,558599,3488033,
150,979,1,6/27/2023,6:13,8:55,5.5,8,6:45 AM,P,V,,3,"FLC, ST",558543,3488037,,,35,207,558522,3488009,
150,980,1,6/27/2023,6:13,8:55,5.5,9,6:52 AM,P,A,CN,1,NV,558444,3487820,,,9,1,558446,3487829,
150,981,1,6/27/2023,6:13,8:55,5.5,10,8:10 AM,P,A,CN,4,NV,558062,3487042,,,10,227,558054,3487030,
150,982,1,6/27/2023,6:13,8:55,5.5,11,9:01 AM,P,A,CN,3,NV,558038,3487007,,,25,330,558029,3487030,
150,983,2,7/13/2023,5:34,9:10,7,1,5:44 AM,P,V,,4,FCL,559448.1814,3489860.269,,,335,12,559574,3490171,
150,984,2,7/13/2023,5:34,9:10,7,2,6:20 AM,P,V,,2,FLYC FO,559214.0231,3489522.087,,,276,33,559402,3489724,
150,985,2,7/13/2023,5:34,9:10,7,3,8:01 AM,P,V,,4,FLC,558044,3487008,,,5,77,558049,3487008,
150,986,3,7/25/2023,5:46,9:31,7.5,0,,,,,,,,,,,,,,,
150,987,4,8/9/2023,5:46,9:29,7.5,0,,,,,,,,,,,,,,,
151,988,1,6/22/2023,5:13,6:31,1.3,0,,,,,,,,,,,,,,,
151,989,1,6/23/2023,nr,nr,nr,1,10:40 AM,I,A,CN,0,,,,,,,,505274,3721433,
151,990,2,7/6/2023,5:38,6:50,1.3,1,5:38 AM,P,A,CN,1,,,,,,,,505266,3721394,
151,991,2,7/6/2023,5:38,6:50,1.3,2,6:03 AM,P,B,CN,2,,,,,,,,505226,3721585,
151,992,2,7/6/2023,5:38,6:50,1.3,3,6:48 AM,P,V,,2,,,,,,,,505303,3721404,
151,993,3,7/18/2023,5:50,9:00,3.17,1,5:51 AM,P,A,CN,1,,,,,,,,505195,3721555,
151,994,3,7/18/2023,5:50,9:00,3.17,2,5:53 AM,P,A,CN,,,,,,,,,505250,3721527,
151,995,3,7/18/2023,5:50,9:00,3.17,3,5:59 AM,I,A,CN,,,,,,,,,505217,3721548,
151,996,3,7/18/2023,5:50,9:00,3.17,4,6:01 AM,I,A,CN,,,,,,,,,505231,3721541,
151,997,3,7/18/2023,5:50,9:00,3.17,5,6:12 AM,I,A,CN,,,,,,,,,505242,3721531,
151,998,3,7/18/2023,5:50,9:00,3.17,6,7:05 AM,I,A,CN,,,,,,,,,505276,3721458,
151,999,3,7/18/2023,5:50,9:00,3.17,7,8:27 AM,P,B,CN,1,,,,,,,,505263,3721518,
151,1000,3,7/18/2023,5:50,9:00,3.17,8,8:28 AM,P,A,CN,1,,,,,,,,505276,3721618,
151,1001,3,7/18/2023,5:50,9:00,3.17,9,8:29 AM,P,A,CN,1,,,,,,,,505301,3721544,
151,1002,3,7/18/2023,5:50,9:00,3.17,10,8:35 AM,I,A,CN,,,,,,,,,505289,3721504,
151,1003,3,7/18/2023,5:50,9:00,3.17,11,8:56 AM,I,A,CN,,,,,,,,,505286,3721543,
151,1004,4,8/8/2023,6:27,8:08,1.68,,,,,,,,,,,,,,,,
152,1005,1,6/28/2023,5:15,7:20,2.1,1,9:03 AM,P,A,"CN, CO",1,NV,525746,3635138,,,20,254,525727,3635132,
152,1006,2,7/17/2023,5:40,8:45,3.1,1,5:45 AM,P,A,CN,1,NV,526155,3635662,,,65,24,526181,3635721,
152,1007,2,7/17/2023,5:40,8:45,3.1,2,8:07 AM,P,B,CN,1,,525890,3634965,,,40,109,525928,3634952,
152,1008,2,7/17/2023,5:40,8:45,3.1,3,8:25 AM,P,A,CN,1,NV,525742,3635138,,,40,264,525702,3635134,
152,1009,3,8/9/2023,5:40,9:00,3.33,1,5:41 AM,P,A,CN,2,NV,526158,3635664,,,35,354,526154,3635699,
153,1010,1,6/23/2023,5:20,9:02,3.5,0,,,,,,,,,,,,,,,
153,1011,2,7/11/2023,5:25,9:14,4,1,6:44 AM,P,A,"CN, CO",1,NV,523999,3643606,,,10,180,523999,3643596,
153,1012,2,7/11/2023,5:25,9:14,4,2,8:22 AM,I,B,CN,,FLY,523141,3644963,,,0,0,523141,3644963,
153,1013,3,7/27/2023,5:38,9:10,3.5,1,8:20 AM,P,A,CN,2,NV,523641,3644425,,,0,0,523641,3644425,
153,1014,4,8/17/2023,5:50,9:00,3.5,1,6:30 AM,P,A,CN,1,NV,524106,3643865,,,10,100,524116,3643863,
153,1015,4,8/17/2023,5:50,9:00,3.5,2,8:35 AM,P,A,CN,1,NV,523302,3644913,,,20,20,523309,3644932,
154,1016,1,6/30/2023,5:35,10:15,4.33,1,7:10 AM,P,B,"CN, CO",5,FLC,545060,3605075,,,0,0,545060,3605075,
154,1017,1,6/30/2023,5:35,10:15,4.33,2,9:50 AM,P,V,,2,FLC,545324,3604278,,,10,38,545330,3604286,
154,1018,2,7/19/2023,5:30,9:30,4,1,6:08 AM,P,A,CN,2,NV,545292,3604295,,,110,129,545377,3604226,
154,1019,2,7/19/2023,5:30,9:30,4,2,8:30 AM,P,A,"CN, CO",3,NV,545100,3604992,,,70,18,545122,3605059,
154,1020,2,7/19/2023,5:30,9:30,4,3,8:50 AM,P,A,CN,5,NV,545129,3604712,,,120,105,545245,3604681,
154,1021,3,8/11/2023,5:40,10:15,4.3,0,,,,,,,,,,,,,,,
155,1022,1,6/29/2023,7:05,8:15,1.15,1,7:25 AM,P,A,"CN, CO",1,NV,526976,3632688,,,0,0,526976,3632688,
155,1023,2,7/18/2023,5:30,6:40,1.15,0,,,,,,,,,,,,,,,
155,1024,3,8/10/2023,6:00,7:10,1.15,0,,,,,,,,,,,,,,,
156,1025,1,6/27/2023,6:22,9:49,3.5,0,,,,,,,,,,,,,,,
156,1026,2,7/19/2023,6:12,9:04,3,0,,,,,,,,,,,,,,,
156,1027,3,8/1/2023,5:58,8:22,2.5,0,,,,,,,,,,,,,,,
157,1028,1,6/30/2023,6:17,8:39,2.5,0,,,,,,,,,,,,,,,
157,1029,2,7/6/2023,6:11,8:53,2.75,1,6:11 AM,P,A,CO,1,NV,548126,3662566,,,200,286,547934,3662621,
157,1030,3,7/6/2023,6:11,8:53,2.75,2,6:11 AM,P,A,AL,1,NV,548126,3662566,,,30,158,548137,3662538,
157,1031,3,7/6/2023,6:11,8:53,2.75,1,7:02 AM,P,B,CO,2,FLC,547945,3662644,,,35,120,547975,3662627,
157,1032,3,7/6/2023,6:11,8:53,2.75,3,8:49 AM,P,A,CO,2,NV,547399,3662866,,,50,240,347356,3662841,
157,1033,3,7/26/2023,6:02,8:36,2.5,0,,,,,,,,,,,,,,,
157,1034,4,7/27/2023,6:07,10:10,4,0,,,,,,,,,,,,,,,
157,1035,5,8/4/2023,6:25,9:39,3,0,,,,,,,,,,,,,,,
157,1036,6,8/14/2023,NR,NR,NR,0,,,,,,,,,,,,,,,
158,1037,1,7/7/2023,6:29,8:19,2.5,1,7:53 AM,P,B,CN,4,NR,547035,3662946,,,34,334,547020,3662977,
158,1038,2,7/31/2023,6:06,9:40,3.5,0,,,,,,,,,,,,,,,
158,1039,3,8/7/2023,6:11,10:03,4,0,,,,,,,,,,,,,,,
159,1040,1,7/10/2023,6:42,9:50,3,1,6:46 AM,P,A,CN,1,NV,560871,3648521,,,35,160,560883,3648488,
159,1041,1,7/10/2023,6:42,9:50,3,2,8:18 AM,P,A,CN,1,NV,560260,3648274,,,65,320,560218,3648324,
159,1042,1,7/10/2023,6:42,9:50,3,3,8:18 AM,P,A,CN,1,NV,560260,3648274,,,135,30,560328,3648391,
159,1043,1,7/10/2023,6:42,9:50,3,1,10:02 AM,P,A,CN,1,NV,560783,3648380,,,58,220,560746,3648336,
159,1044,2,7/25/2023,6:05,9:03,3,1,6:35 AM,P,A,CN,2,NV,560705,3648461,,,45,340,560690,3648503,
159,1045,2,7/25/2023,6:05,9:03,3,2,7:22 AM,P,A,CN,1,NV,560253,3648274,,,60,300,560201,3648304,
159,1046,2,7/25/2023,6:05,9:03,3,3,8:42 AM,P,A,CN,4,NV,559606,3648225,,,65,60,559662,3648258,
159,1047,3,8/10/2023,6:28,9:21,3,0,,,,,,,,,,,,,,,
160,1048,1,7/11/2023,5:50,9:14,3,1,6:31 AM,P,V,,4,FLY,673617,3530354,,,10,240,673608,3530350,
160,1049,1,7/11/2023,5:50,9:14,3,2,7:18 AM,P,V,,5,ST,673226,3529767,,,12,30,673234,3529776,
160,1050,1,7/11/2023,5:50,9:14,3,2,7:18 AM,I,V,,,ST,673226,3529767,,,12,30,673234,3529776,
160,1051,2,8/15/2023,6:30,9:29,3,1,7:23 AM,P,A,,3,,673623,3530368,,,150,161,673650,3530220,
160,1052,3,8/29/2023,6:30,9:49,3,0,,,,,,,,,,,,,,,
161,1053,1,7/22/2023,7:10,10:53,3.72,0,,,,,,,,,,,,,,,
161,1054,2,8/6/2023,9:03,10:45,1.7,0,,,,,,,,,,,,,,,
162,1055,1,6/22/2023,5:13,6:31,1.3,0,,,,,,,,,,,,,,,
162,1056,1,6/23/2023,NR,NR,NR,1,10:40 AM,I,A,CN,0,,,,,,,,505274,3721433,
162,1057,2,7/6/2023,5:38,6:50,1.3,1,5:38 AM,P,A,CN,1,,,,,,,,505266,3721394,
162,1058,2,7/6/2023,5:38,6:50,1.3,2,6:03 AM,P,B,CN,2,,,,,,,,505226,3721585,
162,1059,2,7/6/2023,5:38,6:50,1.3,3,6:48 AM,P,V,,2,,,,,,,,505303,3721404,
162,1060,3,7/18/2023,5:50,9:00,3.17,1,5:51 AM,P,A,CN,1,,,,,,,,505195,3721555,
162,1061,3,7/18/2023,5:50,9:00,3.17,2,5:53 AM,P,A,CN,,,,,,,,,505250,3721527,
162,1062,3,7/18/2023,5:50,9:00,3.17,3,5:59 AM,I,A,CN,,,,,,,,,505217,3721548,
162,1063,3,7/18/2023,5:50,9:00,3.17,4,6:01 AM,I,A,CN,,,,,,,,,505231,3721541,
162,1064,3,7/18/2023,5:50,9:00,3.17,5,6:12 AM,I,A,CN,,,,,,,,,505242,3721531,
162,1065,3,7/18/2023,5:50,9:00,3.17,6,7:05 AM,I,A,CN,,,,,,,,,505276,3721458,
162,1066,3,7/18/2023,5:50,9:00,3.17,7,8:27 AM,P,B,CN,1,,,,,,,,505263,3721518,
162,1067,3,7/18/2023,5:50,9:00,3.17,8,8:28 AM,P,A,CN,1,,,,,,,,505276,3721618,
162,1068,3,7/18/2023,5:50,9:00,3.17,9,8:29 AM,P,A,CN,1,,,,,,,,505301,3721544,
162,1069,3,7/18/2023,5:50,9:00,3.17,10,8:35 AM,I,A,CN,,,,,,,,,505289,3721504,
162,1070,3,7/18/2023,5:50,9:00,3.17,11,8:56 AM,I,A,CN,,,,,,,,,505286,3721543,
162,1071,4,8/8/2023,6:27,8:08,1.68,0,,,,,,,,,,,,,,,
163,1072,1,6/22/2023,5:47,11:52,6.08,1,5:49 AM,I,A,CN,,NV,535729.1078,3541945.36,,,75,45,535790,3541989,
163,1073,1,6/22/2023,5:47,11:52,6.08,2,6:23 AM,P,B,CN,1,"FLC,PA",539991.6626,3539763.235,,,37,180,539986,3539727,
163,1074,1,6/22/2023,5:47,11:52,6.08,3,6:23 AM,P,V,,1,"FLC,PA",539991.6626,3539763.235,,,10,118,540000,3539757,
163,1075,1,6/22/2023,5:47,11:52,6.08,4,6:23 AM,P,A,CN,1,"NV,PA",539991.6626,3539763.235,,,50,240,539945,3539745,
163,1076,1,6/22/2023,5:47,11:52,6.08,5,6:23 AM,P,V,,1,"FLC,PA",539991.6626,3539763.235,,,10,216,539985,3539756,
163,1077,1,6/22/2023,5:47,11:52,6.08,6,6:47 AM,P,B,CN,3,"RC,FLY",539954.5919,3540244.981,,,63,343,539946,3540307,
163,1078,1,6/22/2023,5:47,11:52,6.08,7,6:47 AM,P,B,CN,3,"RC,FLY",539954.5919,3540244.981,,,90,303,539888,3540305,
163,1079,1,6/22/2023,5:47,11:52,6.08,8,7:21 AM,P,B,CN,3,"ST,RC",539250.1691,3540264.31,,,23,25,539263,3540283,
163,1080,1,6/22/2023,5:47,11:52,6.08,9,7:49 AM,P,B,"CN,CO",1,"RC,FLC",538830.0476,3540291.842,,,140,230,538710,3540220,
163,1081,1,6/22/2023,5:47,11:52,6.08,10,7:59 AM,I,A,CN,,"VEX,NV",538516.177,3540243.487,,,31,321,538501,3540270,
163,1082,1,6/22/2023,5:47,11:52,6.08,11,7:59 AM,I,A,CN,,"VEX,NV",538516.177,3540243.487,,,50,28,538546,3540283,
163,1083,1,6/22/2023,5:47,11:52,6.08,12,8:17 AM,P,B,CN,1,"VEX,FLY",538073.8351,3540370.139,,,33,312,538053,3540369,
163,1084,1,6/22/2023,5:47,11:52,6.08,13,8:17 AM,P,B,CN,1,"VEX,FLY",538073.8351,3540370.139,,,33,312,538053,3540369,
163,1085,1,6/22/2023,5:47,11:52,6.08,14,9:09 AM,P,B,CN,2,"RC,FLC",537543.1004,3540765.77,,,84,270,537460,3540779,
163,1086,1,6/22/2023,5:47,11:52,6.08,15,9:06 AM,I,B,CN,,"FLC,VEX",537474.1933,3540794.952,,,29,314,537457,3540818,
163,1087,1,6/22/2023,5:47,11:52,6.08,16,9:06 AM,I,V,,,FLY,537474.1933,3540794.952,,,29,244,537446,3540786,
163,1088,1,6/22/2023,5:47,11:52,6.08,17,9:06 AM,I,A,CN,,"VEX,NV",537474.1933,3540794.952,,,48,278,537428,3540809,
163,1089,1,6/22/2023,5:47,11:52,6.08,18,10:03 AM,P,B,CN,2,"FLC,RC",536543.1709,3540944.149,,,26,305,536524,3510962,
163,1090,1,6/22/2023,5:47,11:52,6.08,19,10:19 AM,P,B,"CN,CO",1,"ST, RC",536461.4446,3541308.055,,,63,338,536447,3541369,
163,1091,2,7/6/2023,5:31,11:15,5.73,1,5:43 AM,P,A,CN,1,"FLC, NV",535686.7683,3541879.174,,,25,195,535677,3541856,
163,1092,2,7/6/2023,5:31,11:15,5.73,2,5:45 AM,P,A,CN,1,NV,535688.2311,3541881.278,,,50,20,535712,3541925,
163,1093,2,7/6/2023,5:31,11:15,5.73,3,5:56 AM,I,A,CN,,NV,535965.9935,3542008.616,,,10,43,535974,3542015,
163,1094,2,7/6/2023,5:31,11:15,5.73,4,5:59 AM,I,A,CN,,NV,535964.0957,3542004.885,,,50,43,536003,3542036,
163,1095,2,7/6/2023,5:31,11:15,5.73,5,6:04 AM,I,A,CN,,NV,535964.2464,3542004.126,,,10,190,535961,3541995,
163,1096,2,7/6/2023,5:31,11:15,5.73,6,6:18 AM,I,A,CN,,NV,536229.0182,3541870.426,,,60,135,536264,3541822,
163,1097,2,7/6/2023,5:31,11:15,5.73,7,6:22 AM,I,A,CN,,NV,536226.3347,3541869.458,,,60,135,536262,3541821,
163,1098,2,7/6/2023,5:31,11:15,5.73,8,7:01 AM,P,A,CN,2,NV,536421.3582,3541276.288,,,70,330,536396,3541342,
163,1099,2,7/6/2023,5:31,11:15,5.73,9,7:03 AM,P,A,CN,2,NV,536421.614,3541280.953,,,50,75,536471,3541286,
163,1100,2,7/6/2023,5:31,11:15,5.73,10,7:17 AM,I,A,CN,,NV,536601.1657,3541038.436,,,15,340,536598,3541053,
163,1101,2,7/6/2023,5:31,11:15,5.73,11,7:23 AM,I,B,CN,,,536558.0884,3540996.818,,,2,120,536560,3540996,
163,1102,2,7/6/2023,5:31,11:15,5.73,12,7:44 AM,P,B,CN,2,,536842.1866,3540772.72,,,5,93,536847,3540772,
163,1103,2,7/6/2023,5:31,11:15,5.73,13,7:48 AM,P,B,CN,2,"FLC,PA,FLY",536842.4871,3540772.766,,,12,255,536831,3540772,
163,1104,2,7/6/2023,5:31,11:15,5.73,14,7:58 AM,I,B,CN,,PA,536981.8258,3540859.32,,,5,70,536987,3540860,
163,1105,2,7/6/2023,5:31,11:15,5.73,15,8:03 AM,I,A,CN,,"PA,NV",536994.638,3540865.559,,,5,100,536999,3540864,
163,1106,2,7/6/2023,5:31,11:15,5.73,16,8:20 AM,P,A,"CN,CO",1,NV,537428.3507,3540781.321,,,15,355,537429,3540796,
163,1107,2,7/6/2023,5:31,11:15,5.73,17,8:22 AM,P,A,CN,1,NV,537434.4792,3540779.631,,,5,120,537438,3540776,
163,1108,2,7/6/2023,5:31,11:15,5.73,18,8:53 AM,P,A,CN,4,NV,537811.1534,3540437.875,,,65,270,537747,3540448,
163,1109,2,7/6/2023,5:31,11:15,5.73,19,9:06 AM,P,V,,4,FLC,538083.5302,3540369.685,,,0,,538084,3540370,
163,1110,2,7/6/2023,5:31,11:15,5.73,20,9:18 AM,I,A,CN,,NV,538374.3602,3540344.228,,,60,220,538329,3540305,
163,1111,2,7/6/2023,5:31,11:15,5.73,21,9:20 AM,I,A,CN,,NV,538375.9682,3540344.456,,,80,120,538438,3540294,
163,1112,2,7/6/2023,5:31,11:15,5.73,22,9:39 AM,P,A,CN,2,NV,538821.8922,3540277.882,,,80,220,538762,3540225,
163,1113,2,7/6/2023,5:31,11:15,5.73,23,9:42 AM,P,A,CN,2,NV,538822.74,3540279.727,,,60,105,538878,3540255,
163,1114,2,7/6/2023,5:31,11:15,5.73,24,10:04 AM,I,A,CN,,NV,539265.415,3540259.236,,,15,5,539269,3540274,
163,1115,2,7/6/2023,5:31,11:15,5.73,25,10:07 AM,I,A,CN,,NV,539264.8867,3540260.272,,,30,80,539295,3540261,
163,1116,2,7/6/2023,5:31,11:15,5.73,26,10:33 AM,P,A,CN,2,NV,539852.6497,3540341.594,,,25,130,539869,3540323,
163,1117,2,7/6/2023,5:31,11:15,5.73,27,11:06 AM,P,B,CN,1,,539973.9903,3539741.078,,,10,270,539964,3539743,
163,1118,2,7/6/2023,5:31,11:15,5.73,28,6:05 AM,I,A,CN,,NV,535964.0602,3542004.695,,,75,255,535889,3541997,
163,1119,3,8/1/2023,5:22,12:24,7.02,1,7:09 AM,P,A,CN,1,NV,539416.2141,3540243.129,,,80,235,539344,3540208,
163,1120,3,8/1/2023,5:22,12:24,7.02,2,7:29 AM,I,B,CN,,"FLY,ST",539068.0882,3540404.986,,,0,,539068,3540405,
163,1121,3,8/1/2023,5:22,12:24,7.02,3,9:09 AM,P,A,CN,1,NV,537793.3634,3540443.901,,,25,227,537773,3540430,
163,1122,3,8/1/2023,5:22,12:24,7.02,4,9:52 AM,P,V,,4,FLY,537275.8858,3540827.48,,,25,225,537256,3540813,
163,1123,3,8/1/2023,5:22,12:24,7.02,5,10:37 AM,P,B,CN,1,"FLC,FLY",536542.7807,3540969.012,,,0,,536543,3540969,
163,1124,3,8/1/2023,5:22,12:24,7.02,6,12:23 PM,P,V,,4,"FLC,FLY",535694.6424,3541880.849,,,30,100,535723,3541871,
163,1125,4,8/14/2023,5:40,11:43,6.05,0,,,,,,,,,,,,,,,
164,1126,1,6/22/2023,6:03,11:45,5.7,1,7:25 AM,P,A,CN,4,NV,534405.501,3542142.87,,,75,70,534479,3542157,
164,1127,1,6/22/2023,6:03,11:45,5.7,2,8:02 AM,P,A,CN,3,"RC,NV",534041.2205,3542497.013,,,50,140,534067,3542454,
164,1128,1,6/22/2023,6:03,11:45,5.7,3,8:04 AM,P,B,CN,3,"FLC,RC",534040.1,3542498.357,,,75,320,534001,3542563,
164,1129,1,6/22/2023,6:03,11:45,5.7,4,8:54 AM,P,V,,3,"FLC,FLY,ST",533354.0381,3542712.907,,,15,242,533340,3542708,
164,1130,1,6/22/2023,6:03,11:45,5.7,5,9:13 AM,P,V,,1,"ST,FLY,PA",532907.5343,3542680.458,,,0,,532908,3542680,
164,1131,1,6/22/2023,6:03,11:45,5.7,6,9:13 AM,P,B,OT,1,"ST,FLY,PA",532907.5343,3542680.458,,,0,,532908,3542680,
164,1132,1,6/22/2023,6:03,11:45,5.7,7,9:50 AM,P,B,CN,2,"FLC,ST",532321.6448,3542974.188,,,8,88,532330,3542973,
164,1133,1,6/22/2023,6:03,11:45,5.7,8,9:52 AM,P,B,CN,2,"RC,ST",532322.6366,3542970.609,,,40,220,532292,3542944,
164,1134,1,6/22/2023,6:03,11:45,5.7,9,10:44 AM,P,A,CN,4,NV,531667.7535,3543468.248,,,30,335,531659,3543497,
164,1135,1,6/22/2023,6:03,11:45,5.7,10,11:26 AM,P,A,CN,1,NV,530887.0878,3544099.261,,,50,280,530840,3544116,
164,1136,2,7/6/2023,4:57,10:29,5.53,1,5:01 AM,P,A,CN,2,NV,530587.5924,3544424.858,,,50,96,530636,3544412,
164,1137,2,7/6/2023,4:57,10:29,5.53,2,5:36 AM,P,B,CN,5,"ST,FLC",531011.5132,3544011.578,,,45,341,531004,3544056,
164,1138,2,7/6/2023,4:57,10:29,5.53,3,5:53 AM,P,B,CN,5,FLC,531456.4255,3543844.356,,,42,210,531430,3543812,
164,1139,2,7/6/2023,4:57,10:29,5.53,4,6:54 AM,P,B,CO,3,"FLC,RC",532155.57,3543393.697,,,54,17,532179,3543442,
164,1140,2,7/6/2023,4:57,10:29,5.53,4,7:11 AM,P,B,"CO, CN",3,"ST,FLC,RC",532317.5359,3542977.93,,,75,340,532303,3543052,
164,1141,2,7/6/2023,4:57,10:29,5.53,5,7:24 AM,P,B,CN,4,FLC,532470.641,3542731.168,,,12,61,532482,3542735,
164,1142,2,7/6/2023,4:57,10:29,5.53,6,7:41 AM,P,B,"CN,AL",3,"FLC,VEX",532917.2571,3542681.386,,,43,119,532951,3542655,
164,1143,2,7/6/2023,4:57,10:29,5.53,7,7:46 AM,I,B,CN,,"FLC,VEX",532941.1849,3542675.873,,,31,119,532966,3542657,
164,1144,2,7/6/2023,4:57,10:29,5.53,8,8:02 AM,P,A,CN,3,NV,533354.5411,3542707.927,,,5,118,533359,3542705,
164,1145,2,7/6/2023,4:57,10:29,5.53,9,8:03 AM,P,A,CN,3,NV,533351.1454,3542703.002,,,100,98,533447,3542674,
164,1146,2,7/6/2023,4:57,10:29,5.53,10,8:18 AM,P,A,CN,3,NV,533671.9119,3542527.403,,,75,299,533613,3542674,
164,1147,2,7/6/2023,4:57,10:29,5.53,11,8:36 AM,P,B,CN,2,"FLC,VEX",534049.6937,3542612.544,,,85,205,534002,3542542,
164,1148,2,7/6/2023,4:57,10:29,5.53,12,8:38 AM,P,A,CN,2,"NV,VEX",534050.1276,3542611.668,,,75,299,533991,3542658,
164,1149,2,7/6/2023,4:57,10:29,5.53,13,9:43 AM,P,A,CN,4,NV,534688.9959,3542190.469,,,90,125,534754,3542128,
164,1150,2,7/6/2023,4:57,10:29,5.53,14,10:19 AM,P,B,CN,1,"FLC,ST",535230.0181,3541947.765,,,14,122,535241,3541939,
164,1151,3,8/1/2023,5:43,11:54,5.53,1,6:01 AM,I,A,CO,,NV,535365.2477,3541912.563,,,20,90,535385,3541909,
164,1152,3,8/1/2023,5:43,11:54,5.53,2,6:37 AM,P,A,CN,3,NV,534941.6201,3542047.95,,,25,310,534925,3542067,
