SITEYRID,SurveyVisitID,SurveyPeriod,SurveyDate,StartTime,StopTime,TotalHours,YBCUNum,TimeDetected,DetectionMethod,DetectionType,VocalType,NumCallsResponse,BehObs,Detection_X,Detection_Y,Detection_Lat,Detection_Long,Distance,Bearing,Corrected_X,Corrected_Y,Comments
114,723,2,7/5/2023,5:14,7:58,2.75,1,5:37 AM,P,A,CN,2,NR,476037,3739374,,,70,319,476002,3739435,
114,724,2,7/5/2023,5:14,7:58,2.75,2,6:51 AM,P,B,AL,4,FLY,476402,3739117,,,15,7,476407,3739131,
114,725,2,7/5/2023,5:14,7:58,2.75,3,7:41 AM,P,A,CN,1,NR,476418,3738544,,,57,245,476363,3738530,
114,726,3,7/19/2023,5:15,7:53,2.75,1,7:23 AM,P,B,CN,4,NR,476467,3738749,,,35,136,476486,3738720,
114,727,3,7/19/2023,5:15,7:53,2.75,2,7:23 AM,P,V,NR,NR,NR,476467,3738749,,,35,136,476486,3738720,
114,728,4,8/2/2023,5:16,8:41,3.5,,,,,,,,,,,,,,,,
115,729,1,6/22/2023,5:30,8:29,3,1,5:34 AM,P,A,"CO, CN",3,NR,473399,3742808,,,30,249,473369,3742803,
115,730,1,6/22/2023,5:30,8:29,3,2,5:51 AM,P,A,CN,3,NR,473577,3742541,,,50,15,473599,3742586,
115,731,1,6/22/2023,5:30,8:29,3,3,6:08 AM,P,A,CN,4,NR,473835,3742463,,,70,318,473799,3742523,
115,732,1,6/22/2023,5:30,8:29,3,4,6:18 AM,P,B,CN,1,FLY,474015,3742314,,,30,177,474011,3742284,
115,733,2,7/6/2023,5:40,10:00,4,1,6:05 AM,P,A,CN,4,NR,473465,3742686,,,50,124,473500,3742651,
115,734,2,7/6/2023,5:40,10:00,4,2,7:43 AM,P,A,CN,2,NR,474318,3741847,,,150,143,474384,3741712,
115,735,2,7/6/2023,5:40,10:00,4,3,8:07 AM,P,A,CN,5,NR,474772,3741609,,,72,200,474735,3741547,
115,736,2,7/6/2023,5:40,10:00,4,4,8:24 AM,P,A,"CN, AL",2,NR,474937,3741229,,,70,249,474868,3741217,
115,737,2,7/6/2023,5:40,10:00,4,5,9:59 AM,P,A,"CN, AL",5,NR,474884,3740825,,,160,141,474959,3740684,
115,738,2,7/6/2023,5:40,10:00,4,6,9:59 AM,P,V,NR,5,FLY,474884,3740825,,,20,80,474904,3740825,
115,739,3,7/20/2023,5:09,9:55,5,1,9:51 AM,P,A,CN,4,NR,475169,3740349,,,50,219,475131,3740317,
115,740,4,8/3/2023,5:24,9:10,4,,,,,,,,,,,,,,,,
116,741,1,6/16/2023,5:45,9:30,11.25,1,12:00 AM,P,A,CN,3,NR,529252,3629857,,,20,312,529237,3629870,
116,742,1,6/16/2023,5:45,9:30,11.25,2,12:00 AM,P,B,CN,1,"FLC, ST",529082,3630032,,,30,330,529067,3630058,
116,743,1,6/16/2023,5:45,9:30,11.25,3,12:00 AM,P,B,CN,1,"FLC, ST",528031,3631065,,,25,325,528017,3631085,
116,744,2,6/30/2023,5:30,9:00,10.5,1,12:00 AM,P,A,CN,5,NR,528068,3631260,,,50,284,528019,3631272,
116,745,2,6/30/2023,5:30,9:00,10.5,2,12:00 AM,I,A,"CN, CO",0,NR,528103,3631457,,,10,194,528101,3631447,
116,746,2,6/30/2023,5:30,9:00,10.5,3,12:00 AM,I,A,CN,0,NR,528103,3631457,,,70,42,528150,3631509,
116,747,2,6/30/2023,5:30,9:00,10.5,4,12:00 AM,I,A,CN,0,NR,528079,3631805,,,100,206,528035,3631715,
116,748,2,6/30/2023,5:30,9:00,10.5,5,12:00 AM,I,A,CN,0,NR,527947,3631933,,,70,347,527931,3632001,
116,749,2,6/30/2023,5:30,9:00,10.5,6,12:00 AM,I,A,CN,0,NR,527898,3631956,,,70,130,527952,3631911,
116,750,2,6/30/2023,5:30,9:00,10.5,7,12:00 AM,P,A,CN,1,NR,528326,3630644,,,20,15,528331,3630663,
116,751,3,7/14/2023,5:15,9:15,12,1,12:00 AM,P,V,NR,1,FLC,526261,3634670,,,15,350,526258,3634685,
116,752,3,7/14/2023,5:15,9:15,12,2,12:00 AM,P,B,CN,3,FLC,528107,3631496,,,40,140,528133,3631465,
116,753,3,7/14/2023,5:15,9:15,12,3,12:00 AM,I,B,CN,0,FLC,527712,3632264,,,15,330,527705,3632277,
116,754,3,7/14/2023,5:15,9:15,12,4,12:00 AM,P,B,CO,3,"FLC, ST",529235,3629883,,,15,176,529236,3629868,
116,755,3,7/14/2023,5:15,9:15,12,5,12:00 AM,P,B,"CN, CO",5,"FLC, ST",528501,3630614,,,40,233,528469,3630590,
116,756,3,7/14/2023,5:15,9:15,12,6,12:00 AM,P,A,CO,3,NR,528056,3631146,,,50,290,528009,3631163,
116,757,4,8/2/2023,6:00,8:30,7.5,1,12:00 AM,P,A,CO,2,NR,528157,3631454,,,10,161,528160,3631445,
116,758,4,8/2/2023,6:00,8:30,7.5,2,12:00 AM,P,A,"CN, CO",3,NR,528103,3631864,,,50,200,528086,3631817,
116,759,4,8/2/2023,6:00,8:30,7.5,3,12:00 AM,P,B,CN,2,"FLC, ST",529097,3630212,,,20,192,529093,3630192,
116,760,4,8/2/2023,6:00,8:30,7.5,4,12:00 AM,P,B,"CN, CO",5,FLC,528365,3630639,,,30,298,528339,3630653,
116,761,4,8/2/2023,6:00,8:30,7.5,5,12:00 AM,P,V,NR,4,"FLC, ST",526258,3634666,,,20,225,526244,3634652,
117,762,1,6/22/2022,5:33,8:33,3,1,7:29 AM,P,B,"ALA, KOWLP",1,FLY,730269,3844972,,,18,NR,NR,NR,
117,763,2,7/7/2022,5:42,8:44,3,,,,,,,,,,,,,,,,
117,764,3,7/19/2022,5:22,7:50,2.5,,,,,,,,,,,,,,,,
117,765,4,8/1/2022,6:06,8:40,2.5,,,,,,,,,,,,,,,,
118,766,1,6/23/2022,6:06,7:30,1.5,,,,,,,,,,,,,,,,
118,767,2,7/8/2022,7:05,8:36,1.5,1,NR,NR,NR,NR,NR,NR,NR,NR,,,NR,NR,NR,NR,
118,768,3,7/20/2022,6:10,7:47,1.5,,,,,,,,,,,,,,,,
118,769,4,8/2/2022,7:02,8:30,1.5,,,,,,,,,,,,,,,,
121,770,1,6/14/2023,4:59,9:21,4.5,,,,,,,,,,,,,,,,
121,771,2,7/7/2023,4:56,8:30,4.5,1,6:37 AM,P,V,NR,1,st/Fly,614129,3619140,,,10,55,614137,3619146,
121,772,3,7/19/2023,5:27,9:00,4.5,,,,,,,,,,,,,,,,
121,773,4,8/9/2023,5:21,8:59,3.5,,,,,,,,,,,,,,,,
128,774,1,6/21/2023,5:00,7:15,2.25,1,5:09 AM,P,A,CN,2,NV,576369,3510096,,,152,0,576394,3510246,
128,775,1,6/21/2023,5:00,7:15,2.25,2,6:18 AM,I,A,CN,0,NV,576368,3509992,,,38,113,576400,3509972,
128,776,1,6/21/2023,5:00,7:15,2.25,3,6:32 AM,P,B,CN,2,FLY,576435,3509711,,,57,292,576386,3509741,
128,777,1,6/21/2023,5:00,7:15,2.25,4,6:35 AM,I,V,NR,0,FLY,576440,3509705,,,15,320,576432,3509718,
128,778,2,7/6/2023,5:23,8:46,3.25,5,5:30 AM,I,A,CN,0,NV,576373,3510113,,,81,40,576435,3510166,
128,779,2,7/6/2023,5:23,8:46,3.25,6,5:58 AM,P,A,CN,1,NV,576554,3509290,,,45,120,576589,3509261,
128,780,2,7/6/2023,5:23,8:46,3.25,7,6:32 AM,I,B,CN,0,FO,576412,3509702,,,9,165,576413,3509693,
128,781,2,7/6/2023,5:23,8:46,3.25,8,6:38 AM,I,A,CN,0,NV,576412,3509702,,,152,110,576544,3509627,
128,782,2,7/6/2023,5:23,8:46,3.25,9,7:47 AM,P,B,CN,4,FLY,576241,3510315,,,30,240,576213,3510304,
128,783,3,7/13/2023,5:20,7:15,2,10,5:25 AM,P,A,CN,3,NV/VEX,576367,3510085,,,168,25,576462,3510224,
128,784,3,7/13/2023,5:20,7:15,2,11,5:40 AM,P,A,CN,1,NV/VEX,576227,3510285,,,85,50,576300,3510328,
128,785,3,7/13/2023,5:20,7:15,2,12,5:49 AM,I,B,CO,0,ST,576170,3510361,,,37,280,576135,3510373,
128,786,3,7/13/2023,5:20,7:15,2,13,5:49 AM,I,A,CN,0,NV,576169,3510360,,,58,280,576114,3510379,
128,787,3,7/13/2023,5:20,7:15,2,14,6:05 AM,I,B,CO,0,FLY,576155,3510631,,,47,0,576163,3510677,
128,788,3,7/13/2023,5:20,7:15,2,15,6:44 AM,P,A,CN,4,NV,576368,3509973,,,159,240,576219,3509917,
128,789,3,7/13/2023,5:20,7:15,2,16,6:55 AM,P,B,CN,1,CN,576448,3509685,,,119,180,576429,3509568,
128,790,3,7/13/2023,5:20,7:15,2,17,7:10 AM,I,A,CN,0,NV,576551,3509407,,,213,170,576553,3509194,
128,791,4,8/3/2023,5:40,8:10,2.5,18,6:02 AM,P,A,CN,5,NV,576377,3510185,,,120,85,576497,3510176,
128,792,4,8/3/2023,5:40,8:10,2.5,19,7:39 AM,P,A,CN,5,NV,576414,3509786,,,67,150,576438,3509723,
128,793,4,8/3/2023,5:40,8:10,2.5,20,7:47 AM,I,A,CN,0,NV,576440,3509687,,,151,310,576342,3509802,
128,794,4,8/3/2023,5:40,8:10,2.5,21,8:03 AM,P,V,NR,2,FO/EF,576546,3509420,,,19,203,576536,3509404,
129,795,1,6/30/2023,7:36,11:02,3.5,1,7:52 AM,P,A,CO,3,,455803,3786238,,,137,269,455666,3786236,
129,796,1,6/30/2023,7:36,11:02,3.5,2,8:08 AM,P,A,CO,2,,455652,3786154,,,87,305,455581,3786204,
129,797,1,6/30/2023,7:36,11:02,3.5,3,8:18 AM,I,B,CO,,FLY ,455545,3786193,,,52,357,455542,3786245,
129,798,1,6/30/2023,7:36,11:02,3.5,4,9:03 AM,I,A,CO/CN,,,455207,3786470,,,82,262,455126,3786459,
129,799,1,6/30/2023,7:36,11:02,3.5,5,9:14 AM,P,V,,3,FLY ,455154,3786481,,,45,159,455170,3786439,
129,800,1,6/30/2023,7:36,11:02,3.5,6,10:00 AM,I,B,CO,,FLY ,455032,3786632,,,94,299,454950,3786678,
129,801,1,6/30/2023,7:36,11:02,3.5,7,10:00 AM,I,A,CO,,,455032,3786632,,,44,160,455047,3786591,
129,802,1,6/30/2023,7:36,11:02,3.5,8,10:03 AM,I,A,CN/CO,,,455032,3786632,,,99,130,455108,3786568,
129,803,1,6/30/2023,7:36,11:02,3.5,9,10:28 AM,I,A,CO,,,454836,3786738,,,139,156,454893,3786611,
129,804,1,6/30/2023,7:36,11:02,3.5,10,11:02 AM,I,A,CO,,,454761,3786775,,,103,320,454695,3786854,
129,805,1,6/30/2023,7:36,11:02,3.5,11,8:17 AM,P,B,CN,1,FLY,456399,3786830,,,80,120,456468,3786790,
129,806,1,6/30/2023,7:36,11:02,3.5,12,8:38 AM,I,A,CN,,,456425,3786909,,,130,320,456341,3787009,
129,807,1,6/30/2023,7:36,11:02,3.5,13,10:25 AM,I,A,CN,,,456702,3786992,,,30,150,456717,3786966,
129,808,2,7/13/2023,6:13,9:27,3.25,1,6:34 AM,P,A,CN,4,,455977,3786495,,,40,27,455995,3786531,
129,809,2,7/13/2023,6:13,9:27,3.25,2,6:49 AM,I,A,CO,,,456047,3786724,,,80,45,456104,3786781,
129,810,2,7/13/2023,6:13,9:27,3.25,3,7:14 AM,P,B,CN,2,FLY ,456259,3787009,,,69,215,456219,3786952,
129,811,2,7/13/2023,6:13,9:27,3.25,4,7:20 AM,I,A,CN,,,456259,3787009,,,90,114,456341,3786972,
129,812,2,7/13/2023,6:13,9:27,3.25,5,7:59 AM,P,A,CN,1,,456829,3787112,,,79,147,456872,3787046,
129,813,2,7/13/2023,6:13,9:27,3.25,6,8:00 AM,P,A,CN,1,,456829,3787112,,,121,237,456728,3787046,
129,814,2,7/13/2023,6:13,9:27,3.25,7,8:46 AM,I,A,CN,,,456529,3786840,,,80,240,456460,3786800,
129,815,2,7/13/2023,6:13,9:27,3.25,8,6:56 AM,P,A,CN,3,,455547,3786180,,,68,246,455485,3786152,
129,816,2,7/13/2023,6:13,9:27,3.25,9,7:14 AM,P,A,CO,3,,455347,3786368,,,100,296,455257,3786412,
129,817,2,7/13/2023,6:13,9:27,3.25,10,7:27 AM,P,A,CN,2,,455137,3786628,,,68,211,455102,3786570,
129,818,2,7/13/2023,6:13,9:27,3.25,11,7:36 AM,I,A,CN,,,454877,3786685,,,110,116,454976,3786637,
129,819,2,7/13/2023,6:13,9:27,3.25,12,7:39 AM,I,A,CN,,,454877,3786685,,,40,336,454861,3786722,
129,820,2,7/13/2023,6:13,9:27,3.25,13,9:27 AM,I,A,CN,,,455999,3786355,,,90,190,455983,3786266,
129,821,3,7/26/2023,6:13,9:35,3.25,1,6:23 AM,P,A,CN,1,,455879,3786304,,,40,59,455913,3786325,
129,822,3,7/26/2023,6:13,9:35,3.25,2,6:25 AM,I,A,CN,,,455879,3786304,,,80,0,455879,3786384,
129,823,3,7/26/2023,6:13,9:35,3.25,3,6:39 AM,P,A,CN,1,,455637,3786162,,,45,330,455615,3786201,
129,824,3,7/26/2023,6:13,9:35,3.25,4,6:45 AM,I,A,AL,,,455548,3786187,,,37,68,455582,3786201,
129,825,3,7/26/2023,6:13,9:35,3.25,5,6:58 AM,P,A,CO,2,,455420,3786322,,,120,310,455328,3786399,
129,826,3,7/26/2023,6:13,9:35,3.25,6,7:16 AM,P,B,CN,1,FLY ,455131,3786472,,,34,280,455098,3786478,
129,827,3,7/26/2023,6:13,9:35,3.25,7,7:18 AM,I,A,CN,,,455131,3786472,,,33,68,455162,3786684,
129,828,3,7/26/2023,6:13,9:35,3.25,8,7:35 AM,P,V,,2,ST/EF,455062,3786689,,,30,260,455032,3786684,
129,829,3,7/26/2023,6:13,9:35,3.25,9,7:44 AM,I,B,CN,,FLY,455036,3786737,,,66,20,455059,3786799,
129,830,3,7/26/2023,6:13,9:35,3.25,10,8:00 AM,P,A,AL,2,,454755,3786776,,,43,340,454740,3786816,
129,831,3,7/26/2023,6:13,9:35,3.25,11,6:23 AM,P,A,CN,3,,455920,3786418,,,45,158,455937,3786376,
129,832,3,7/26/2023,6:13,9:35,3.25,12,6:38 AM,P,A,AL,,,456022,3786681,,,60,148,456054,3786630,
129,833,3,7/26/2023,6:13,9:35,3.25,13,8:44 AM,P,A,CN,3,,456843,3786967,,,75,263,456769,3786958,
129,834,4,8/10/2023,6:15,8:36,2.25,1,6:17 AM,P,A,CN,1,,455929,3786422,,,50,50,455967,3786454,
129,835,4,8/10/2023,6:15,8:36,2.25,2,6:29 AM,P,A,CN,1,,456018,3786653,,,38,212,455998,3786621,
129,836,4,8/10/2023,6:15,8:36,2.25,3,6:45 AM,P,A,CN,5,,456120,3786873,,,20,90,456140,3786873,
129,837,4,8/10/2023,6:15,8:36,2.25,4,7:19 AM,P,A,CN,2,,456508,3787035,,,68,88,456576,3787037,
129,838,4,8/10/2023,6:15,8:36,2.25,5,8:05 AM,P,B,CN,1,FLY ,456458,3786803,,,10,340,456455,3786812,
129,839,4,8/10/2023,6:15,8:36,2.25,6,6:30 AM,P,A,CN,3,,455734,3786184,,,60,180,455734,3786124,
129,840,4,8/10/2023,6:15,8:36,2.25,7,6:45 AM,P,A,CN,5,,455467,3786232,,,120,210,455407,3786128,
129,841,4,8/10/2023,6:15,8:36,2.25,8,6:55 AM,P,A,CN,1,,455296,3786382,,,75,122,455360,3786342,
129,842,4,8/10/2023,6:15,8:36,2.25,9,7:28 AM,P,V,,5,CF/EF,455134,3786697,,,45,167,455144,3786653,
129,843,4,8/10/2023,6:15,8:36,2.25,10,7:45 AM,P,A,CN,5,,454937,3786833,,,60,265,454877,3786828,
129,844,5,8/24/2023,7:00,9:51,3,1,7:18 AM,I,A,CO,,,455926,3786420,,,80,140,455977,3786359,
129,845,5,8/24/2023,7:00,9:51,3,2,7:24 AM,I,B,CN,,ST,455933,3786490,,,0,0,455933,3786490,
129,846,5,8/24/2023,7:00,9:51,3,3,7:39 AM,I,A,CO,,,455966,3786503,,,30,2,455967,3786533,
129,847,5,8/24/2023,7:00,9:51,3,4,7:40 AM,I,V,,,ST,455966,3786503,,,15,30,455974,3786516,
129,848,5,8/24/2023,7:00,9:51,3,5,7:58 AM,I,A,CO,,,456120,3786865,,,105,200,456084,3786766,
129,849,5,8/24/2023,7:00,9:51,3,6,8:14 AM,P,B,AL/CN,0,ST/FLY,456209,3787021,,,0,12,456209,3787021,
129,850,5,8/24/2023,7:00,9:51,3,7,8:44 AM,P,B,CN/CO,0,FLY ,456644,3787036,,,68,270,456576,3787036,
129,851,5,8/24/2023,7:00,9:51,3,8,9:45 AM,I,A,CO,,,456107,3786503,,,42,287,456067,3786515,
129,852,5,8/24/2023,7:00,9:51,3,9,7:00 AM,I,B,CO,,FLY,455877,3786310,,,68,196,455858,3786245,
129,853,5,8/24/2023,7:00,9:51,3,10,7:25 AM,I,A,CN,,,455633,3786167,,,90,172,455646,3786078,
129,854,5,8/24/2023,7:00,9:51,3,11,7:37 AM,I,A,CN,,,455417,3786311,,,73,233,455359,3786267,
129,855,5,8/24/2023,7:00,9:51,3,12,7:37 AM,I,A,CN,,,455417,3786311,,,75,223,455366,3786256,
129,856,5,8/24/2023,7:00,9:51,3,13,8:15 AM,P,V,,4,FLY,455111,3786784,,,0,0,455111,3786784,
129,857,6,9/7/2023,,,,1,8:31 AM,P,A,AL,4,,456574,3787101,,,53,252,456524,3787085,
129,858,6,9/7/2023,,,,2,9:39 AM,P,A,CN,2,,456933,3787019,,,80,100,457012,3787005,
129,859,7,9/21/2023,,,,,,,,,,,,,,,,,,,
129,860,8,9/28/2023,,,,,,,,,,,,,,,,,,,
136,861,1,6/16/2023,5:14,8:50,3.5,,,,,,,,,,,,,,,,
136,862,2,7/1/2023,5:20,8:47,3.5,1,5:26 AM,I,A,CN ,na,NV,270890,3798582,,,20,220,270874,3798570,
136,863,2,7/1/2023,5:20,8:47,3.5,1,5:41 AM,P,B,CN,4,"ST, FLY",270751,3798779,,,0,0,270751,3798779,
136,864,2,7/1/2023,5:20,8:47,3.5,2,6:37 AM,I,B,CO,na,"ST, FLY",269400,3799236,,,0,0,269400,3799236,
136,865,2,7/1/2023,5:20,8:47,3.5,2,6:47 AM,I,B,CO,na,"ST, FLY",269394,3799310,,,0,0,269394,3799310,
136,866,2,7/1/2023,5:20,8:47,3.5,3,7:01 AM,I,A,CN,na,NV,269394,3799310,,,80,224,269328,3799265,
136,867,2,7/1/2023,5:20,8:47,3.5,2,7:23 AM,I,B,CO,na,"ST, FLY",269264,3799315,,,0,0,269264,3799315,
136,868,2,7/1/2023,5:20,8:47,3.5,4,7:32 AM,P,B,"CO, CN",1,"ST, FLY",269074,3799338,,,0,0,269074,3799338,
136,869,2,7/1/2023,5:20,8:47,3.5,4,7:48 AM,I,A,CO,na,NV,268854,3799262,,,0,0,268854,3799262,
136,870,3,7/14/2023,5:23,8:39,3.17,1,5:56 AM,I,B,CN,na,"ST, PRE, FLY",268500,3799301,,,0,0,268500,3799301,
136,871,3,7/14/2023,5:23,8:39,3.17,2,6:29 AM,P,A,CN,1,NV,268837,3799266,,,0,0,268837,3799266,Cuckoos 2 and 3 were likely a pair as they were within meters of each other. YBCU 3 was first seen while the observer 
136,872,3,7/14/2023,5:23,8:39,3.17,3,6:29 AM,P,V,na,1,ST,268793,3799264,,,0,0,268793,3799264,
136,873,3,7/14/2023,5:23,8:39,3.17,2,6:38 AM,I,V,na,na,"ST, FLY, FO",268837,3799266,,,0,0,268837,3799266,
136,874,3,7/14/2023,5:23,8:39,3.17,3,6:41 AM,I,A,CO,na,NV,268793,3799264,,,0,0,268793,3799264,
136,875,3,7/14/2023,5:23,8:39,3.17,3,6:48 AM,I,A,CO,na,NV,268793,3799264,,,0,0,268793,3799264,
136,876,3,7/15/2023,5:05,8:00,3,4,6:14 AM,P,B,CN,1,"T, FLY",272269,3798416,,,30,4,272277,3798445,
136,877,4,8/1/2023,5:30,8:54,3.5,1,8:23 AM,5,A,CN,na,NV,270701,3798805,,,150,135,270783,3798679,
136,878,4,8/2/2023,5:20,8:27,3,,,,,,,,,,,,,,,,
137,879,1,6/29/2023,6:20,10:15,3.9,,,,,,,,,,,,,,,,
137,880,2,7/14/2023,5:55,9:40,3.75,,,,,,,,,,,,,,,,
137,881,3,7/28/2023,6,9:15,3.25,1,6:22 AM,P,B,CN,3,ST/FLY,361586,3790656,,,10,6,361587,3790666,
137,882,3,7/28/2023,6,9:15,3.25,2,7:05 AM,P,A,CN,1,NV,361336,3790391,,,60,70,361392,3790412,
137,883,3,7/28/2023,6,9:15,3.25,3,7:56 AM,P,V,,1,FLY/ST,360766,3789450,,,10,114,360775,3789446,
137,884,4,8/11/2023,6:25,11:00,3.75,,,,,,,,,,,,,,,,
138,885,1,6/26/2023,5:40,8:00,2.4,,,,,,,,,,,,,,,,
138,886,2,7/10/2023,5:35,8:15,2.75,,,,,,,,,,,,,,,,
138,887,3,7/24/2023,5:50,8:10,2.4,,,,,,,,,,,,,,,,
138,888,4,8/7/2023,6:00,8:10,2.2,,,,,,,,,,,,,,,,
139,889,1,6/27/2023,6:00,8:06,2.1,,,,,,,,,,,,,,,,
139,890,2,7/11/2023,5:45,8:15,2.5,,,,,,,,,,,,,,,,
139,891,3,7/26/2023,6:10,8:50,2.7,,,,,,,,,,,,,,,,
139,892,4,8/8/2023,6:05,8:10,2.1,,,,,,,,,,,,,,,,
140,893,1,6/28/2023,6:01,7:31,1.5,1,7:31 AM,P,A,CN,3,NV,405692,3805217,,,30,257,405662,3805215,
140,894,1,6/28/2023,6:01,7:31,1.5,2,7:31 AM,P,A,CN,3,NV,405692,3805217,,,60,219,405647,3805177,
140,895,2,7/10/2023,6:06,6:56,0.83,1,6:07 AM,P,A,AL,1,NV,406528,3805362,,,80,270,406449,3805375,
140,896,2,7/10/2023,6:06,6:56,0.83,1,6:09 AM,P,A,AL,1,NV,406528,3805362,,,20,205,406517,3805345,
140,897,2,7/10/2023,6:06,6:56,0.83,2,6:39 AM,P,A,AL,1,NV,406041,3805533,,,40,19,406060,3805568,
140,898,2,7/10/2023,6:06,6:56,0.83,3,6:50 AM,P,A,AL,1,NV,405895,3805267,,,20,247,405876,3805262,
140,899,2,7/10/2023,6:06,6:56,0.83,3,6:58 AM,I,A,AL/CO,0,NV,405693,3805222,,,50,39,405730,3805255,
140,900,3,7/25/2023,6:10,7:26,1.25,1,6:40 AM,I,A,AL,0,NV,406605,3805373,,,60,249,406546,3805361,
140,901,3,7/25/2023,6:10,7:26,1.25,2,6:56 AM,P,B,AL,1,"FLY, FO",406200,3805504,,,10,28,406206,3805512,
140,902,3,7/25/2023,6:10,7:26,1.25,3,7:10 AM,P,A,AL,2,NV,406024,3805379,,,100,188,405995,3805283,
140,903,3,7/25/2023,6:10,7:26,1.25,4,7:24 AM,P,A,AL,1,NV,405709,3805223,,,20,266,405689,3805225,
140,904,4,8/8/2023,7:57,9:05,1,1,8:16 AM,P,A,AL,1,NV,406677,3805310,,,20,236,406659,3805302,
140,905,4,8/8/2023,7:57,9:05,1,2,8:25 AM,P,A,AL,2,NV,406378,3805393,,,20,191,406371,3805374,
140,906,4,8/8/2023,7:57,9:05,1,3,9:04 AM,P,A,AL,1,NV,405963,3805284,,,200,243,405773,3805222,
141,907,1,6/30/2023,6:09,7:32,1.5,,,,,,,,,,,,,,,,
141,908,2,7/13/2023,5:59,7:10,1.25,1,7:07 AM,I,B,AL,0,"FLY, SIT",410344,3802097,,,60,214,410310,3802047,
141,909,3,7/27/2023,6:04,7:11,1,1,6:17 AM,P,B,AL,2,"SIT, FLY",410750,3801670,,,30,313,410728,3801690,
141,910,4,8/10/2023,6:25,7:40,1.3,,,,,,,,,,,,,,,,
142,911,1,6/28/2023,6:00,8:05,2.1,,,,,,,,,,,,,,,,
142,912,2,7/13/2023,5:45,7:55,2.2,,,,,,,,,,,,,,,,
142,913,3,7/27/2023,6:00,8:10,2.1,,,,,,,,,,,,,,,,
142,914,4,8/10/2023,6:10,8:30,2.25,,,,,,,,,,,,,,,,
143,915,1,6/23/2023,6:00,7:30,1.5,1,6:02 AM,P,B,AL,2,"FLY, ST",425986,3815789,,,40,316,425963,3815822,
143,916,1,6/23/2023,6:00,7:30,1.5,2,7:02 AM,I,A,AL,0,NV,424858,3815859,,,45,192,424842,3815817,
143,917,1,6/23/2023,6:00,7:30,1.5,3,7:30 AM,P,A,AL,2,NV,424913,3816396,,,60,234,424860,3816369,
143,918,1,6/23/2023,6:00,7:30,1.5,4,7:30 AM,P,A,AL,2,NV,424913,3816396,,,10,205,424907,3816388,
143,919,2,7/7/2023,5:56,7:16,1.25,1,6:02 AM,P,A,AL,3,NV,425977,3815763,,,200,256,425778,3815746,
143,920,2,7/7/2023,5:56,7:16,1.25,1,6:24 AM,I,A,AL,0,NV,425382,3825603,,,250,82,425632,3825599,
143,921,2,7/7/2023,5:56,7:16,1.25,2,7:02 AM,P,V,-,4,"FLY, SIT",424836,3816007,,,20,280,424817,3816014,
143,922,2,7/7/2023,5:56,7:16,1.25,3,7:04 AM,P,A,OT (kowlp),4,NV,424836,3816007,,,80,105,424909,3815974,
143,923,2,7/7/2023,5:56,7:16,1.25,3,7:16 AM,P,A,AL,1,NV,424890,3816312,,,200,169,424897,3816112,
143,924,3,7/20/2023,5:50,7:14,1.25,1,6:04 AM,P,A,AL,3,NV,425908,3815731,,,50,295,425867,3815759,
143,925,3,7/20/2023,5:50,7:14,1.25,2,6:04 AM,P,A,AL,3,NV,425908,3815731,,,50,295,425867,3815759,
143,926,3,7/20/2023,5:50,7:14,1.25,3,6:15 AM,P,B,AL,1,"FLY, FO",425653,3815588,,,30,303,425631,3815608,
143,927,3,7/20/2023,5:50,7:14,1.25,4,6:15 AM,P,A,AL,1,NV,425653,3815588,,,50,280,425606,3815604,
143,928,3,7/20/2023,5:50,7:14,1.25,5,6:30 AM,I, A,AL,0,NV,425066,3815512,,,20,45,425082,3815524,
143,929,3,7/20/2023,5:50,7:14,1.25,6,6:39 AM,P,V,-,1,"SIT, FLY",424942,3815759,,,15,32,424952,3815770,
143,930,3,7/20/2023,5:50,7:14,1.25,7,7:14 AM,I,B,AL,0,"SIT, FLY",424902,3816376,,,15,40,424913,3816386,
143,931,3,7/20/2023,5:50,7:14,1.25,8,7:14 AM,I,B,AL,0,"SIT, FLY",424902,3816376,,,15,40,424913,3816386,
143,932,4,8/2/2023,6:01,7:46,1.75,1,7:24 AM,P,A,-,4,"SIT, FLY",424833,3815974,,,15,148,424839,3815960,
143,933,4,8/2/2023,6:01,7:46,1.75,2,7:39 AM,P,B,AL,3,"SIT, FLY",424874,3816275,,,20,70,424894,3816279,
144,934,1,6/22/2023,5:52,9:20,3.5,1,8:42 AM,P,A,AL,1,,411543,3839280,,,100,24,411597,3839364,
144,935,1,6/22/2023,5:52,9:20,3.5,2,9:20 AM,P,A,AL,4,,411910,3839415,,,15,188,411906,3839401,
144,936,2,7/6/2023,6:15,8:25,2.25,1,5:56 AM,I,A,CN,0,NV,412533,3837866,,,80,8,412556,3837943,
144,937,2,7/6/2023,6:15,8:25,2.25,2,7:01 AM,I,A,ALA,0,NV,411900,3838368,,,60,345,411894,3838428,
144,938,2,7/6/2023,6:15,8:25,2.25,3,7:16 AM,P,A,ALA,4,NV,411631,3838554,,,100,49,411716,3838607,
144,939,2,7/6/2023,6:15,8:25,2.25,4,7:52 AM,P,B,ALA,3,"FLY, SIT",411492,3839050,,,10,287,411483,3839054,
144,940,2,7/6/2023,6:15,8:25,2.25,5,8:25 AM,P,V,-,2,FLY. SIT,411751,3839447,,,10,164,411752,3839437,
